"id","url","postId"
1,https://res.cloudinary.com/dwa-cloudinary/image/upload/v1683196775/twitter-clone/utxmrpqntlraedqwbca6.jpg,clh8zwe850009purbsftqk5l7
2,https://res.cloudinary.com/dwa-cloudinary/image/upload/v1683196777/twitter-clone/tneygkgezpfoxvfrnxv0.jpg,clh8zwe850009purbsftqk5l7
